track,artist,album,times_played
Light Upon the Lake,Whitney,Light Upon the Lake,31
Lights On,H.E.R.,H.E.R.,5
Lights Out,Royal Blood,How Did We Get So Dark?,2
Lightworks,Dorothy Collins (vocal),"Manhattan Research, Inc.",3
Lightworks,J Dilla,Donuts,3
Like I Love You,Justin Timberlake,Justified,1
Like I'm Dying,Keith Hudson,Entering the Dragon,1
Like It Doesn't Hurt (feat. Nate Husser),Charlotte Cardin,Like It Doesn't Hurt (feat. Nate Husser),1
Like Me,Joey Bada$$,B4.Da.$$,13
Like That,Black Eyed Peas,Monkey Business,13
like this,eevee,ep seeds,1
Like Woah,Logic,The Incredible True Story,3
Lil Arrogant (feat. Joey Bada$$ & Russ),IDK,Lil Arrogant (feat. Joey Bada$$ & Russ),1
Lil Thing,Knox Fortune,Lil Thing,28
lily,eevee,ep unexpected,1
Limestone,Magic City Hippies,Hippie Castle EP,1
Line of Sight,Acres Wild,Line of Sight,1
Link Up,NxWorries,Yes Lawd!,62
Link Up,NxWorries,Link Up & Suede,62
Lipstick,Ariel Pink,pom pom,4
LIQUID,BROCKHAMPTON,SATURATION III,6
Liquor Locker,VIC MENSA,There's Alot Going On,2
Lisa's Song,Tony Molina,Confront The Truth,1
Lisandreando,Chicano Batman,Cycles of Existential Rhyme,5
LITE SPOTS,KAYTRANADA,99.9%,8
Lite Weight (feat. The Free Nationals United Fellowship Choir),Anderson .Paak,Malibu,10
Little Bit,Nate Dae,California Psa,1
Little Bit More,Jidenna,The Chief,1
Little Boxes,Malvina Reynolds,Ear to the Ground,1
Little Boy Blue,Pat Kelly,The Vintage Series,1
Little Bubble,Dirty Projectors,Dirty Projectors,9
Little Dark Age,MGMT,Little Dark Age,1
Little Drop Of Poison,Tom Waits,"Orphans: Brawlers, Bawlers & Bastards",4
Little Girl,Death From Above 1979,"You're A Woman, I'm A Machine",1
Little Illusion Machine (Wirral Riddler),Miles Kane and the Death Ramps,The Hellcat Spangled Shalalala,1
Little Things,Sunni Colón,Little Things,19
Little's Theme,Nicholas Britell,Moonlight (Original Motion Picture Soundtrack),1
Live in the Moment (feat. GoldLink),Craig David,The Time Is Now,1
Live Your Life,T.I.,Paper Trail,2
Living Single,Big Sean,Living Single,1
Livvin,NxWorries,Yes Lawd!,13
Livvin - Remix,NxWorries,Yes Lawd!,1
Livvin (Remix),NxWorries,Yes Lawd! Remixes,5
Lizzie,Sam Wise,Lizzie,9
LMK,Kelela,Take Me Apart,12
Location,Khalid,American Teen,3
Location,Playboi Carti,Playboi Carti,3
Loco,Vince Staples,Prima Donna,1
Logos,King Krule,The OOZ,6
LOGOUT,Saba,CARE FOR ME,11
Lollipop,Lil Wayne,Tha Carter III,1
Lone,"Tyler, The Creator",Wolf,1
Lone Wolf and Cub,Thundercat,The Beyond / Where the Giants Roam,1
Lonely,Mac Ayres,Drive Slow,3
Lonely,Yung Bans,Lonely,3
Lonely Blue,King Krule,The OOZ,4
Lonely No More,Rob Thomas,Something to Be,1
Lonely Richard,Amen Dunes,Love,3
Loner,Kali Uchis,Por Vida,41
Lonesome Town - 1990 Digital Remaster,Ricky Nelson,The Legendary Masters Series,1
Long Live A$AP,A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),15
Look Alive (feat. Drake),BlocBoy JB,Look Alive (feat. Drake),4
Look At Me Now,Chris Brown,Look At Me Now,2
Look At Me!,XXXTENTACION,Revenge,40
LOOK AT THE TIME (feat. Hodgy Beats),Duckwrth,I'M UUGLY,2
Look At What The Light Did Now,Flo Morrissey,"Gentlewoman, Ruby Man",2
Look For The Silver Lining,Chet Baker,Chet Baker Sings,1
Looking for a Star,XXXTENTACION,Revenge,3
Loopable Forest Rain,The Sleep Helpers,23 White Noise Sounds for Sleeping - Rain Sounds White Noise,2
Loose,Daniel Caesar,Freudian,5
Lord,Young Fathers,Cocoa Sugar,1
Lord Pretty Flacko Jodye 2 (LPFJ2),A$AP Rocky,AT.LONG.LAST.A$AP,2
Lord Willin',Logic,The Incredible True Story,1
Lose Control,Glass Animals,Lose Control,12
Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,18
Losers,The Weeknd,Beauty Behind The Madness,1
Losin Control,Russ,There's Really A Wolf,1
Losing,H.E.R.,H.E.R.,14
Losing All Sense,Grizzly Bear,Painted Ruins,3
Losing You,boy pablo,Losing You,2
Lost,Manny,Poem,2
Lost Boy,Ruth B.,Lost Boy,1
lost found 2001 rare,eevee,beat tape 01,1
Lost In The Paradise,Gal Costa,Gal Costa,1
Lost In Your Light (feat. Miguel),Dua Lipa,Dua Lipa,1
Lost Lover,Savannah Conley,Lost Lover,1
Lottery,Kali Uchis,Por Vida,17
lotus,eevee,ep unexpected,1
Lotus Flower Bomb (feat. Miguel),Wale,Ambition,31
Lovage,MF DOOM,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",2
Love Can Be...,Vince Staples,Big Fish Theory,1
Love Child,Bilal,In Another Life,3
Love Galore (feat. Travis Scott),SZA,Ctrl,52
Love I - Version,The Soul Syndicate,Entering the Dragon,1
Love Is Mystical,Cold War Kids,LA DIVINE,1
Love Is Only a Feeling,Joey Bada$$,Love Is Only a Feeling,1
Love Is to Die,Warpaint,Warpaint,1
Love Me Right,Southern Avenue,Southern Avenue,1
Love Of My Life - Remastered 2011,Queen,A Night At The Opera,1
Love On The Brain,Rihanna,ANTI,1
Love On Top,Beyoncé,4,1
Love Really Hurts Without You,Billy Ocean,The Very Best of Billy Ocean,1
Love Scars,Trippie Redd,A Love Letter To You,2
Love Song,Nonpalidece,Hagan Correr la Voz,1
Love That Girl,Raphael Saadiq,The Way I See It,1
Love Will Tear Us Apart - 2010 Remaster,Joy Division,Substance,1
Love You To - Remastered 2009,The Beatles,Revolver,3
LOVE. FEAT. ZACARI.,Kendrick Lamar,DAMN.,52
LOVE. FEAT. ZACARI.,Kendrick Lamar,DAMN. COLLECTORS EDITION.,52
Love/Paranoia,Tame Impala,Currents,2
Loved Ones,BluntOne,Loved Ones,2
Loveland - Studio Version,Milky Chance,Sadnecessary,1
Lovely,Sonder,Into,22
Lovely,Brent Faiyaz,A.M. Paradox,22
Lovely Day,Bill Withers,Lean on Me: The Best of Bill Withers,1
Lovin' (feat. A Boogie wit da Hoodie),PnB Rock,Catch These Vibes,1
Loving Is Easy (feat. Benny Sings),Rex Orange County,Loving Is Easy (feat. Benny Sings),5
loving u,eevee,ep highlights,1
Low Life (feat. The Weeknd),Future,EVOL,1
Low Tar Cigarette,Knowsum,Vier (The Loops),2
Lowrider,Yussef Kamaal,Black Focus,3
LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,DAMN. COLLECTORS EDITION.,50
LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,DAMN.,50
LSD (feat. Chance The Rapper),Jamila Woods,HEAVN,1
lua,eevee,ep seeds,1
lucid,eevee,ep highlights,1
Lucifer - Live,SHINee,SHINee WORLD Ⅲ in SEOUL - THE 3rd CONCERT ALBUM,1
Lucky,Radiohead,OK Computer,1
Lucy,Still Woozy,Lucy,1
Lucy In The Sky With Diamonds - Remastered 2009,The Beatles,Sgt. Pepper's Lonely Hearts Club Band,1
Luh You,Anderson .Paak,Venice,45
Lunatic,Bilal,In Another Life,2
Lush Life,Zara Larsson,So Good,1
LUST.,Kendrick Lamar,DAMN.,11
LUST.,Kendrick Lamar,DAMN. COLLECTORS EDITION.,11
Luv N' Haight - Single Version,Sly & The Family Stone,There's A Riot Goin' On,1
Luving U,6LACK,FREE 6LACK,2
Luzia Luluza,Gilberto Gil,Gilberto Gil (1968),2
LVL,A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),4
Lying with You,Charlotte Gainsbourg,Rest,1
Lyk Dis,NxWorries,Yes Lawd!,57
Lyk Dis - Remix,NxWorries,Yes Lawd!,1
Lyk Dis (Remix),NxWorries,Yes Lawd! Remixes,2
Lynn,Jack Stauber,Pop Food,1
Lysergic Bliss,of Montreal,Satanic Panic In The Attic,1
m i s t,eevee,ep seeds,3
M. Bison,Flatbush Zombies,Vacation In Hell,3
m.A.A.d city,Kendrick Lamar,"good kid, m.A.A.d city",8
M.E.,Gary Numan,The Pleasure Principle,1
Machika,J Balvin,Machika,1
Macintyre Range,moe.,The Conch,1
Macrowave,Suff Daddy,Birdsongs,2
Mad (feat. Lil Wayne),Solange,A Seat at the Table,1
Mad World,Tears For Fears,The Hurting,1
Madonna,Drake,If You're Reading This It's Too Late,1
Magic Mirror (Bonus Track),Kirk Knight,Black Noise,4
Magica Nueva,Junglelyd,Paracaídas,1
Magma,Chicano Batman,Magma,28
Magma,Chicano Batman,Cycles of Existential Rhyme,28
Magnolia,Playboi Carti,Playboi Carti,18
Main Girl,Charlotte Cardin,Main Girl EP,1
Main Street Drive-In,The Moxies,The Moxies,8
make daddy proud,blackbear,digital druglord,1
Make It Hot,Mirah,Advisory Committee,1
Make Luv,Brent Faiyaz,Make Luv,20
Make Me Feel,Janelle Monáe,Dirty Computer,2
Make Me Feel,Janelle Monáe,Make Me Feel,2
Making a Fool of You,HOMESHAKE,In the Shower,1
Making Breakfast,Twin Peaks,Wild Onion,1
Making Planets,Edan,Beauty & The Beat,1
Malibu,Fly By Midnight,Malibu,1
Mamma Mia - From 'Mamma Mia!' Original Motion Picture Soundtrack,Meryl Streep,Mamma Mia! The Movie Soundtrack,1
Man,Skepta,Konnichiwa,4
Man Down,Rihanna,Loud,1
Man from Shooters Hill,Keith Hudson,Entering the Dragon,1
Man of War,Radiohead,OK Computer OKNOTOK 1997 2017,1
Mandrake,MF DOOM,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",1
Maniac,Jhené Aiko,Maniac,1
Mansions,Matt Champion,Mansions,1
Many Men (Wish Death),50 Cent,Get Rich Or Die Tryin',4
Mapfumo Speaks: Hallelujah,Thomas Mapfumo,Lion Songs: Essential Tracks in the Making of Zimbabwe,1
Mardy Bum,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",2
Marginália II,Gilberto Gil,Gilberto Gil (1968),4
Marijuanaut's Theme,Sleep,The Sciences,1
Marilyn,Mount Kimbie,Love What Survives,5
Marinatin',Ras Kass,Soul On Ice,1
Marquee Moon,Television,Marquee Moon,1
Marshmallow World,The Regrettes,Marshmallow World,1
Marsupial Superstars (feat. T3),SahBabii,S.A.N.D.A.S.,2
Marvins Room,Drake,Take Care,9
Mary Jane,Rick James,Come Get It!,2
Mary Jane,Rick James,The Definitive Collection,2
Mask Off,Future,FUTURE,14
Masseduction,St. Vincent,MASSEDUCTION,2
Master of None,Beach House,Beach House,1
Mathematics,Mos Def,Black On Both Sides,1
Matte Black,Joe Corfield,Phase Shift,1
Max B (feat. Joe Fox),A$AP Rocky,AT.LONG.LAST.A$AP,1
May 1st,Beach Fossils,Somersault,1
Mayor,Wiki,No Mountains In Manhattan,2
Mayores,Becky G,Mayores,1
Me and Michael,MGMT,Little Dark Age,1
Me and Mine,Mac DeMarco,Rock and Roll Night Club,20
Me and Your Mama,Childish Gambino,Like Butter,2
Me You,Russ,There's Really A Wolf,1
Mean It In The Morning,Loyle Carner,Yesterday's Gone,1
Meat Grinder,Madvillain,Madvillainy,4
Meat Grinder (Four Tet Remix - Instrumental),Madvillain,Four Tet Remixes,1
Meat Grinder (Four Tet Remix),Madvillain,Four Tet Remixes,1
Meathook,The Cure,Three Imaginary Boys,1
Meditate (feat. J.I.D.),EARTHGANG,Rags,7
Meditation (feat. Jazmine Sullivan & KAYTRANADA),GoldLink,At What Cost,61
Meet Me Halfway,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),19
Meet the Frownies,Mr Twin Sister,Meet the Frownies,1
Melting,Kali Uchis,Por Vida,30
Memory Lane (Sittin' in da Park),Nas,Illmatic,1
Menopause Man,Ariel Pink,Before Today,1
Mercy,Kanye West,Mercy,20
Mercy.1,Kanye West,Kanye West Presents Good Music Cruel Summer,1
Merry Go Round,The Equatics,Doin It!!!!,4
Mesmerize,Ja Rule,The Last Temptation,1
Mess Is Mine,Vance Joy,Dream Your Life Away,1
Metrorail Closing,Nicholas Britell,Moonlight (Original Motion Picture Soundtrack),3
Meu Nome E Gal,Gal Costa,Gal Costa,3
Mexican Chef,Xenia Rubinos,Black Terry Cat,1
MHB's,Quasimoto,The Unseen,1
Mi Gente,J Balvin,Mi Gente,1
Miami (feat. BIA),Kali Uchis,Isolation,2
Miami (feat. Pusha T),Valee,Miami (feat. Pusha T),1
Miami Rain,Rain Sound Studio,Rain Sounds For Sleeping,2
Michicant,Bon Iver,Bon Iver,1
MICHUUL.,Duckwrth,an XTRA UUGLY Mixtape,7
Middle America,Stephen Malkmus & The Jicks,Middle America,1
Midnight,Logic,Bobby Tarantino II,1
Midnight City,M83,"Hurry Up, We're Dreaming",2
Midnight Snack,HOMESHAKE,Midnight Snack,1
Midnight Train,Savannah Conley,18th and Portland,1
Might Be,Anderson .Paak,Venice,40
Mighty Mighty,"Earth, Wind & Fire",Open Our Eyes,1
Miguel Style,Miguel,"The Noise, Vol. 7",3
Miki Doralude,Anderson .Paak,Venice,6
Milk & Coffee,NoMBe,They Might've Even Loved Me,1
Milk N' Honey,Anderson .Paak,Venice,3
Million Bucks,Smallpools,Million Bucks,1
Million Miles,Bakar,Million Miles,5
Mince Meat,DANGERDOOM,The Mouse and The Mask,1
Mind Flowers,Ultimate Spinach,Ultimate Spinach - Behold & See - Original Mono Mix - 2,1
Mind Playing Tricks,Ghostface Killah,SOUR SOUL,1
Mind Playing Tricks - Instrumental,BADBADNOTGOOD,Sour Soul (Instrumentals),5
Mind's End,Marcus D,Melancholy Prequel (Rising Sun Redux),2
"Minnesota, WI",Bon Iver,Bon Iver,1
Mirage,Toro y Moi,Boo Boo,26
Mirror,SoMo,The Answers,1
Mirror of Time,Twin Peaks,Wild Onion,1
Miserable America,Kevin Abstract,American Boyfriend: A Suburban Love Story,7
Miss Georgia Fornia (feat. Joi),Big K.R.I.T.,4eva Is A Mighty Long Time,1
Miss Modular,Stereolab,Dots And Loops,4
Miss Right,Anderson .Paak,Venice,5
Missin Out,Brent Faiyaz,Sonder Son,12
Mistério do Planeta,Novos Baianos,Acabou Chorare,1
Misunderstood,PnB Rock,GTTM: Goin Thru the Motions,1
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,The Notorious B.I.G.,Life After Death,1
Modern Jesus - Mike D Remix,Portugal. The Man,Evil Friends Remix EP,1
Modern Love - 1999 Remaster,David Bowie,Let's Dance,1
Molasses,Hiatus Kaiyote,Choose Your Weapon,2
Momento De Clareza,Kassin,Momento De Clareza,1
Monday to Monday,Roy Woods,Say Less,1
Money,Aminé,Good For You,6
Money,Jon Waltz,Money,6
Money Bag,Cardi B,Invasion of Privacy,4
Money Folder,Madvillain,Madvillainy,4
Money Over Love (feat. Kendrick Lamar),Bilal,In Another Life,25
Money Trees,Kendrick Lamar,"good kid, m.A.A.d city",4
"Money, Money, Money - From 'Mamma Mia!' Original Motion Picture Soundtrack",Meryl Streep,Mamma Mia! The Movie Soundtrack,1
Monkey Suit,Madvillain,Madvillainy 2: The Madlib Remix,1
Mono,Ghostface Killah,SOUR SOUL,2
Mono - Instrumental,BADBADNOTGOOD,Sour Soul (Instrumentals),8
Monosodium Glutamate,MF DOOM,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",9
Monotonia,The Growlers,Monotonia,1
Monsoon,Hippo Campus,Landmark,5
Montero,Willie Colón,The Hustler,6
Mood,dvsn,Morning After,2
Mood Swings,Nate Dae,California Psa,2
Mood Swings (feat. Jban$2Turnt),Yung Bans,Yung Bans Vol. 4,2
Moody,ESG,Dance to the Best of ESG,3
Moon River,Frank Ocean,Moon River,1
Moon Shoes,Ravyn Lenae,Moon Shoes EP,1
Moon Shot,The Underachievers,Evermore: The Art Of Duality,1
Moonage Daydream - 2012 Remaster,David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars,1
Moonlight,XXXTENTACION,?,5
Moonlight,Death From Above 1979,Outrage! Is Now,5
Moonlight on the River,Mac DeMarco,This Old Dog,5
More Than Spirit,Green Assassin Dollar,Stem.​TΔpe,2
Morning,wüsh,Day Tape,2
Morning After,dvsn,Morning After,1
Morning Broadway,Keith Mansfield,Kpm 1000 Series: Chorus and Orchestra,5
Morning Is Coming (with Shaggy),Sting,44/876,1
Morning Light,Marcus D,Melancholy Prequel (Rising Sun Redux),1
Morning Of,The JuJu Exchange,Exchange,2
Morning Rain,LRKR,Getting Along,1
Mote,Sonic Youth,Goo,1
Motiv8,J. Cole,KOD,32
Motivation,Kelly Rowland,Motivation,1
Motley Crew,THEY.,Nü Religion: HYENA,6
Motor Away,Guided By Voices,Alien Lanes,1
MotorSport,Migos,Culture II,18
MotorSport,Migos,MotorSport,18
Mountains,Hans Zimmer,Interstellar: Original Motion Picture Soundtrack (Deluxe Digital Version),2
move,eevee,beat tape 05,4
Move Your Feet,Junior Senior,d-d-don't don't stop the beat,11
Moves,Big Sean,I Decided.,1
"Mozart: Piano Sonata No. 11 in A Major, K. 331, ""Alla Turca"": I. Andante grazioso",Wolfgang Amadeus Mozart,Mozart: Complete Piano Sonatas,1
Mr. Brightside,The Killers,Hot Fuss,1
Mr. Clean,Yung Gravy,Mr. Clean - EP,2
Mr. Know-It-All,Young the Giant,Home of the Strange,1
Mrs C,Loyle Carner,Yesterday's Gone,1
Ms. Fat Booty,Mos Def,Black On Both Sides,3
Ms. Jackson,Outkast,Stankonia,6
Mugwort,MF DOOM,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",2
Mullein,MF DOOM,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",3
Multi-Love,Unknown Mortal Orchestra,Multi-Love,2
Mumudey Mumudey,Ebo Taylor,Mumudey Mumudey,1
Music!,HMLTD,To the Door,1
Musical Rock,Lizzy & Barnabus,Entering the Dragon,1
Musings to Myself,El Michels Affair,Sounding Out The City,2
Must've Been (feat. DRAM),Chromeo,Must've Been (feat. DRAM),1
My Buddy - Vocal Version,Chet Baker,Chet Baker Sings,1
My Chick Bad,Ludacris,Battle Of The Sexes,2
My Contribution to This Scam,Jean Grae,Everything's Fine,1
My Dawg,Quality Control,Quality Control: Control The Streets Volume 1,1
My Desire,Interpol,El Pintor,2
My Direction,Wiley,Godfather,1
My Funny Valentine,Chet Baker,Chet Baker Sings,1
My God Is The Sun,Queens of the Stone Age,...Like Clockwork,4
My Humps,Black Eyed Peas,Monkey Business,1
My Ideal,Chet Baker,Chet Baker Sings,1
My Kind of Woman,Mac DeMarco,2,34
My Lady's On Fire,Ty Segall,Freedom's Goblin,14
My Life,ZHU,My Life,1
"My Love (feat. Major Lazer, WizKid, Dua Lipa)",Wale,Shine,1
My Love for You,ESG,Dance to the Best of ESG,5
My My My!,Troye Sivan,My My My!,1
My Name Is,Eminem,The Slim Shady LP,1
My Old Man,Mac DeMarco,This Old Dog,24
My Perception,YG,Still Brazy,1
My Plea,Jack Stauber,Pop Food,5
My Propeller,Arctic Monkeys,Humbug,1
My Queen Is Ada Eastman,Sons Of Kemet,Your Queen Is A Reptile,1
My Queen Is Harriet Tubman,Sons Of Kemet,My Queen Is Harriet Tubman,1
My Shadow,Jay Reatard,Blood Visions,1
My Shit,A Boogie Wit da Hoodie,Artist,1
My Song,H.E.R.,My Song,2
My Style,Black Eyed Peas,Monkey Business,1
My Valuable Hunting Knife,Guided By Voices,Alien Lanes,1
My Yout,Joey Bada$$,Summer Knights,3
mydesire[fortwin][vanuys],Knxwledge,Hud Dreems,2
mylife,Knxwledge,Hud Dreems,2
Myrrh,MF DOOM,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",1
Myrtle Leaf,MF DOOM,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",2
Mystery Machine (The Golden Age of Apocalypse),Thundercat,The Golden Age of Apocalypse,1
Mystery Of Chessboxin',El Michels Affair,Enter The 37th Chamber,2
Mystic Brew,Ronnie Foster,Droppin' Science,2
Mystic Brew,Ronnie Foster,Two Headed Freap,2
Myth,Beach House,Bloom,1
Mythological Beauty,Big Thief,Capacity,1
N.Y. State of Mind,Nas,Illmatic,1
Na boca do sol,Arthur Verocai,Arthur Verocai,6
Nabu Corfa,Dorothy Ashby,Feeling Good,1
Nada,Dread Mar I,En el Sendero,1
Naive Spin,Aaron Lansing,Naive Spin,1
Nakamarra (feat. Q-Tip),Hiatus Kaiyote,Tawk Tomahawk,6
naked,eevee,ep highlights,1
Naked,Ella Mai,Naked,2
"Name Brand (feat. JME, Frisco & J2K)",Wiley,Godfather,2
"Nameless, Faceless",Courtney Barnett,"Nameless, Faceless",1
Namorinho de Portao,Tom Zé,Grande Liquidacao,7
Nangs,Tame Impala,Currents,1
Nao Buzine Que Eu Estou Paquerando,Tom Zé,Grande Liquidacao,4
Nao Identificado,Gal Costa,Gal Costa,2
NARC,Interpol,Antics,1
Narcos,Migos,Culture II,2
Narrens tema I & II,Albin Gromer,"Presenterar: ""Narren""",1
Nas Asas da Canção,Nelson Sargento,Versátil,2
Nausea,Jonny Greenwood,You Were Never Really Here (Original Motion Picture Soundtrack),1
Navajo,Masego,Navajo,1
Nayhoo,Chon,Homey,3
Ndanzwa Ngoma Kurira,Thomas Mapfumo,Mabasa,3
Need to Feel Your Love,Sheer Mag,Need to Feel Your Love,2
Need Your Love,Curtis Harding,Face Your Fear,1
Needed,Brent Faiyaz,Sonder Son,9
Needed Me,Rihanna,ANTI,1
Neighbors,J. Cole,4 Your Eyez Only,51
Neither Do I,Stwo,Neither Do I,1
Nettle Leaves,MF DOOM,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",3
Neu Roses (Transgressor's Song),Daniel Caesar,Freudian,6
NEVER,JID,The Never Story,5
Never Been,Logic,The Incredible True Story,1
Never Catch Me,Flying Lotus,You're Dead!,5
Never Ending,Rihanna,ANTI,1
Never Goin' Broke (feat. Kehlani),Iamsu!,Gang Forever,7
Never Know,6LACK,FREE 6LACK,2
Never Swim Alone,Death From Above 1979,Outrage! Is Now,4
New Fears,Lights,Skin & Earth,1
New Freezer (feat. Kendrick Lamar),Rich The Kid,New Freezer (feat. Kendrick Lamar),24
New Freezer (feat. Kendrick Lamar),Rich The Kid,The World Is Yours,24
"New Person, Same Old Mistakes",Tame Impala,Currents,7
"New Phone, Who Dis?",Flatbush Zombies,3001: A Laced Odyssey,1
New York,St. Vincent,MASSEDUCTION,1
"New York, I Love You but You're Bringing Me Down",LCD Soundsystem,Sound of Silver,2
Newno,lophiile,Newno,4
Next Lifetime,Erykah Badu,Baduizm,3
Next Lifetime,Erykah Badu,Baduizm - Special Edition,3
Ngoma Yarira,Thomas Mapfumo,Lion Songs: Essential Tracks in the Making of Zimbabwe,2
Ni**as In Paris,JAY-Z,Top Five,1
Nice For What,Drake,Nice For What,17
Night Crawler,Reo Cragun,Growing Pains,1
Night Ride,The Growlers,City Club,1
Night Shift,Lucy Dacus,Night Shift,1
Nightingale in the Rain,Rain Sound Studio,35 Pure Calming Rains,2
Nightingale in the Rain,Rain Sound Studio,2018Rain Hammers Down,2
Nightmoves,Michael Franks,The Art Of Tea,2
Nights,Frank Ocean,Blonde,9
Nikes,Frank Ocean,Blonde,12
Nila,tusken.,Nila,2
Nisyan,Ahmed Fakroun,Compilation,1
No Brain,Madvillain,Madvillainy 2: The Madlib Remix,2
NO CD,Loyle Carner,Yesterday's Gone,3
No Dia Que Eu Vim-Me Embora - Remastered 2006,Caetano Veloso,Caetano Veloso,4
No Diggity,Blackstreet,Another Level,1
No Eyed Girl,Lemon Demon,Spirit Phone,5
No Fear (feat. Donna Missal),Rudimental,No Fear (feat. Donna Missal),2
No Going Back,Yuno,No Going Back,2
No harm,Smerz,Have fun,1
No Limit,G-Eazy,The Beautiful & Damned,14
No Love,Christian Scott aTunde Adjuah,Diaspora,1
No Matter Where We Go,Whitney,Light Upon the Lake,2
No Matter Where We Go,Whitney,No Matter Where We Go,2
No Name No. 5,Elliott Smith,Either/Or,1
No Names (feat. Money Mark),DANGERDOOM,The Mouse and The Mask,6
No New Friends - SFTB Remix,DJ Khaled,Suffering From Success,1
No No,Dorian,No No,1
No One Knows,Queens of the Stone Age,Songs For The Deaf,19
No One Knows,Brent Faiyaz,A.M. Paradox,19
No One Told He,Tony Molina,Confront The Truth,1
No Other Demo Heart,Mac DeMarco,Another (Demo) One,1
No Other Heart,Mac DeMarco,Another One,12
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,Coloring Book,4
No Promises (feat. Demi Lovato),Cheat Codes,No Promises (feat. Demi Lovato),1
No Question (feat Future),Rich The Kid,The World Is Yours,1
No Regrets (Non Je Ne Regrette Rien),Shirley Bassey,20 of the Best,1
No Role Modelz,J. Cole,2014 Forest Hills Drive,26
No Roots,Alice Merton,No Roots,2
No Security,Skepta,No Security,1
No Sleep Till Brooklyn,Beastie Boys,Licensed To Ill,1
No Surprises,Radiohead,OK Computer,10
No Tears,Scarface,The Diary,1
No Tellin',Drake,If You're Reading This It's Too Late,1
No Turning Back,Russ,There's Really A Wolf,1
No Wave (feat. Denzel Curry),IDK,No Wave (feat. Denzel Curry),1
No Woman,Whitney,Light Upon the Lake,1
No Worries,Loyle Carner,Yesterday's Gone,1
No. 99,Joey Bada$$,B4.Da.$$,19
No.Milk,Snaer.,Drftwoods,2
Nobody,Rapsody,Laila’s Wisdom,1
Nobody Else Will Be There,The National,Sleep Well Beast,2
noflowrs[instrw],Knxwledge,Hud Dreems,2
Nomad,Death From Above 1979,Outrage! Is Now,4
Norf Norf,Vince Staples,Summertime '06,19
Normal Girl,SZA,Ctrl,32
North American Scum,LCD Soundsystem,Sound of Silver,3
North Face,ODIE,Analogue,1
Norwegian Wood (This Bird Has Flown) - Remastered 2009,The Beatles,Rubber Soul,1
Nos Magia,Arp Frique,Nos Magia,1
Not U,HOMESHAKE,Fresh Air,1
Nothing Feels Natural,Priests,Nothing Feels Natural,7
Nothing I Can Do,Tony Molina,Dissed and Dismissed,1
Nothing in Return,Monsune,Nothing in Return,2
Nothing's Gonna Hurt You Baby,Cigarettes After Sex,I.,2
Notorious,Duran Duran,Greatest,2
Nouget,Dweeb,Treats,2
Novacane,Frank Ocean,Novacane,1
November,"Tyler, The Creator",Flower Boy,1
Now,Miguel,War & Leisure,2
Now & Forever,Drake,If You're Reading This It's Too Late,1
Now That You're Leaving,Keith Hudson,Entering the Dragon,1
Now We Are Free,Hans Zimmer,Gladiator - Music From The Motion Picture,2
Now You Know,CJ Fly,FLYTRAP,3
nowhere,eevee,beat tape 05,25
Nowhere to Go,Tony Molina,Dissed and Dismissed,2
Nude,Radiohead,In Rainbows,4
Nuestro Planeta (feat. Reykon),Kali Uchis,Isolation,4
Nuestro Planeta (feat. Reykon),Kali Uchis,Nuestro Planeta (feat. Reykon),4
Nuggets of Wisdom,Ghostface Killah,SOUR SOUL,1
Nuggets of Wisdom - Instrumental,BADBADNOTGOOD,Sour Soul (Instrumentals),4
Nuh Time / Tek Time,dvsn,Morning After,1
NWA (feat. Kurupt),Miguel,Wildheart (Deluxe Version),53
NWA (feat. Kurupt),Miguel,Wildheart,53
Nyakinyua Rise,Jlin,Black Origami,1
NYC,Interpol,Turn On The Bright Lights: The Tenth Anniversary Edition (Remastered),11
NYC,Interpol,Turn On The Bright Lights,11
Nyoka Musango,Thomas Mapfumo,Lion Songs: Essential Tracks in the Making of Zimbabwe,2
O R I N I C O S I S T E M a S,Natural Swing,Orinicosistemas,4
O Relógio,Os Mutantes,"""Os Mutantes""",2
O-o-h Child,The Five Stairsteps,The First Family of Soul: The Best of The Five Stairsteps,2
O.C.B.,Joey Bada$$,B4.Da.$$,8
